product_name,product_price,Rate,Review,Summary,Sentiment
"OnePlus Bullets Wireless Z2 Bluetooth Headset??????(Acoustic Red, In the Ear)",1999,1,worthless,dont buy this product during the call other ends voice is very low and on the top of flipkart will never support in rufunds this is geniune feedback after using the working product after few days for music listening this headphone has great voice output,neutral
"OnePlus Bullets Wireless Z2 Bluetooth Headset??????(Acoustic Red, In the Ear)",1999,5,fabulous!,i will say in one word it is fantastic awesome fabulous marvellous it is one of the good best bluethoot neckband because of the sound the bass the mic the battery the call quality the way of design is very very very good for the year of 2022 the oneplus bluethoot is more far better than other bluethoot neckband so it called by the people one is all i e oneplus bluethoot wireless z2 overall it is very good product so i am really happy fully satisfied with this product so guys it,positive
"OnePlus Bullets Wireless Z2 Bluetooth Headset??????(Acoustic Red, In the Ear)",1999,3,fair,in summary good built comfortable and decent battry backup with bass heavy soundso you will not get a balanced sound bass is present in every bit of voice and volume level and i dont like the muffled bass voices while listning songs or watching movies unless its an pop song but if you are looking for decent built and very good comfort for all day use then you can buy them definitely,positive
"OnePlus Bullets Wireless Z2 Bluetooth Headset??????(Acoustic Red, In the Ear)",1999,5,brilliant,battery backup excellent charging speed excellent sound quality excellent build quality very goodaudio of video latency fair fair good very good excellent,positive
"OnePlus Bullets Wireless Z2 Bluetooth Headset??????(Acoustic Red, In the Ear)",1999,2,moderate,1 in terms of build quality poor oneplus bullets wireless z was 10 times better then this price was same of this but that was more comfortable around your neck the quality of rubbing so good but in this one you will find no difference between oneplus and any other brands neck band2 connectivity i bought it recently 2 days back and im already facing connectivity issue after detaching these ear burds it should be auto connect to your phone but sometimes its not working also it,positive
"OnePlus Bullets Wireless Z2 Bluetooth Headset??????(Acoustic Red, In the Ear)",1999,5,fabulous!,sound quality is good but on full volume trouble feels on high side mid volume bass and trouble sounds up to the mark you cant differentiate sound with wired earphone or oneplus bullets z2 on 7080 volume if you love bass music like then go for it battery backup is excellent charge for 10 minutes and it last for 16 to 18 hours easily in bulid quality it feels premium and light weight for sure cons 1 if you have old device or without dolby atmos then the sound quality feels lik,positive
"OnePlus Bullets Wireless Z2 Bluetooth Headset??????(Acoustic Red, In the Ear)",1999,5,wonderful,featuresgood sound quality not so high bass but crystal clear sounds55decent designaffordable priceseamless connectivitymagnetic power onoff it takes less than 1 second to connect with paired device after separating both magnetic earbudsdual pairing 1 mobile1 pc at same timelatest usb type c chargingaac high quality audio supportedfast charging supported 20 minutes charge 20 hrs playback timetheres no special game mode but its latency is less than other headphone,positive
"OnePlus Bullets Wireless Z2 Bluetooth Headset??????(Acoustic Red, In the Ear)",1999,4,pretty good,use after 35 day reviewbuild quality is oksounds quality is goodbattery backup superb 25h to 26h fix backupcharging very fastfitting in ear decet but in long use it hartsi also have bout 330 pro realme and samsung oneplus bullets z1 bass edition neckbandin terms of battery bout 330 fix winnerin price point of view bout winneri think every thing come down to after servicesamsung realme and oneplus after sales service are goodbut bout service are not that goodbut i have to sa,positive
"OnePlus Bullets Wireless Z2 Bluetooth Headset??????(Acoustic Red, In the Ear)",1999,1,utterly disappointed,sound quality is good but calling is not good as well bass good dont go for calling,positive
"OnePlus Bullets Wireless Z2 Bluetooth Headset??????(Acoustic Red, In the Ear)",1999,5,classy product,this product are really awesome and sound quality is high levelyou can go for it really i love this product i am very happy,positive
"OnePlus Bullets Wireless Z2 Bluetooth Headset??????(Acoustic Red, In the Ear)",1999,4,very good,so heres my reviewpros1 the design and build quality is sturdy and nice2 sound quality is good you wont have any bad sound quality even in maximum volume3 battery backup is good tooin my usage the battery lasts for 20hrs atleast i listen to music stay on call sometimes at lower volume until 70 volume4 the fast charging is a game changer here im a quite busy person and i have no time to wait for my phone to even get charge sometimes and here this neckband dominates,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,best in the market!,very good quality product mivi sound great bass super battery life very good 12 to 15 hour non stop music for full sound all friends purchase kar sakte ho made in india,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,worth every penny,yes the build quality of the speaker was to good it was very solid product and the sound quality is very lovely and the base was to boost the product is easily can carry anyone with their pocket with their backpack and also it gives you 24 hours of battery backup which will help you to listen music for long period of time you can take it for travel long distance and yes of course you and drop it into water also you can take it into river also because it was also waterproof system,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,great product,small packet big surprisenice offering from mivi in this space a compact bt speaker with 20hrs battery backup is quite good i am using it since yesterday and yet to charge itbattery is performing really well its dust and waterproof capability makes it an awesome companion outdoors bt 50 helps with connectivity after initial niggle its connecting flawless sound will surprise you the most in this small footprint its small but loud and clear you can use it for your calls alsomi,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,classy product,best bluetooth speaker in this budget just loved it sound quality is awesome and also the design is great and specially this product is proudly made in india great product and thank you so much flipkart for the fastest delivery,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,3,just okay,amazing sound amazing design and amazingly made in india bass is not at all what it should be else its all good,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,3,good,at the mid volume volume is not so much high bass is super but the sound is not so you should try another one battery back is good not seeming truly 5w speaker you have to stay it on minimum 70 for better sound it has aslo no fm microsd card slot boat stone speakers are more sound than this one,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,worth every penny,i got it in green color it looks awesome pictures dont do justice to how good it looks the sound is great at this price pointthe connectivity is sometimes an issue but it connects properly 8 out of 10 times the other 2 times you might have to disconnect and connect again it will then work like a charmhappy to get a good product that is made in indiakeep up the good work mivi,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,4,nice product,4 star is for bass and a thumping quality sound kind of a woofer sound that you can only get in boat stone 190f and that the only thing which lead me to boat rather than mivi despite of mivis killer battery backup build quality and a cool designif you are a bass lover like me put a stone on your heart go for boat stone 190f yes boat has lesser battery backup and not a good looking design but trust me boat has thumping bass that the only thing mivi lack ofyes you will get decent bass r,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,great product,i am giving this review after two weeks of continues use1 battery backup minimum 1819hrs2 built quality 553 sound quality 554 bass 55 this is the best option in this price range thank you very much flipkart for super fast deliveryi am totally happy,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,fabulous!,firstly thanks to flipkart delivering the red speaker within one day already had the blue one before now what to say got the red one 899 during salebeing an indian and an underrated brand mivi has done well their box is stylish the speaker has quality sound though over 90 the sound can sometimes break the bass is awesome the product looks is classy and the speaker is very easy to carrynow buying two speakers and connecting them simultaneously tws mode to activate pr,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,fabulous!,after going through so may reviews i decided to go for mivi roam 2 using vouchers i got it for 92179 supercoins in non sale days if you can wait for sale the price may drop somewhere around 899 coming to review part i would share my experience as this is my first bluetooth speakerpros1 sound quality is awesome best you can get under 9992 bass is fabulous the thumping bass could be felt considering the price range the bass is just awesome3 battery backup is also excellent,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,simply awesome,i got it today at first sight i liked it very much quality of the mic is good for calls my friends have mi photron speakers and i can confirm that it is better in both build and sound quality than those speakers batteryyet to test is something that makes it ahead of competition,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,classy product,this is the best budget bluetooth and it is also easy to carry anywhere i would say this is the best product which is very useful in trips and travelling,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,1,worst experience ever!,everything works fine till last day and i felt good made in india product as well as awesome product i buyed i thoughtbut its a misery battery last only 10 hrs i played 80 percent volumesad part is when its drain to 20 twice the time it notifies battery low i thought i can charge when it reach too 5 but its trun off automatically with sad saying lines by mivii dont know why turning off in 20because they cheat try buying brand its useless dont know how mu,negative
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,terrific purchase,this is my 2nd mivi roam speaker it has good quality sound with awasome battery backup as well as superb design and build quality,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,4,pretty good,great bass and with amazing soundi got this at only 699 at this price mivi roam 2 is simply awesome pros1 great sound quality2 good base3 good design and body material used is of good quality4 water resistant5 very handycons1 sound gets distorted at max volume recommend it to use at 80 volume2 bluetooth connectivity could have been better connectivity breaks if between two rooms,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,"terrific purchase, indian product, waoo that's great.",i swear it is the best speaker in the market in this surprising price mivi is doing great the made in india is paving a way forwards for a greater challenge in the market i have previously bought a portrnic speaker in the very high range of 1900 and i can surely say with confidence this speaker is best than that of 1900 go for it,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,perfect product!,the sound quality is pretty nice bass couldve been a bit better and sound couldve been louder but for the form its really good and the battery lasts for a very long duration even with regular use for 4 hours every day at around 80 volume i am able to make it up to 56 days without having to hook up the charger id recommend getting this for its battery backup alone the power button takes a while to turn it off and the buttons are quite stiff but apart from these minor inconven,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,fabulous!,awesome product by mivi sound quality is awesome bass is balanced vocals are clear if you are watching movies in phone laptops etc after connecting this speaker overall great,positive
"Mivi Roam2 5 W Bluetooth Speaker??????(Black, Mono Channel)",1099,5,terrific,order placed on 24th and got it today 27th firstly thanks for the fast delivery had 70 charge when received and used for around 6 hours continuouslymid to high volume and still there is no decrease in the charge so i am happy with the battery back up will update later also the speaker is very convenient to carrie because of its weight and size i loved the sound quality and base it is value for money for 899 easy to connect and all the buttons are working properly since ther,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,awesome,beautiful design sound is really good for this price i am completely satisfied with it you can definitely go for it,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,super!,nice very good,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,simply awesome,product was good according to the price,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,4,good quality product,good,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,mind-blowing purchase,nice,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,perfect product!,very good products,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,fabulous!,according to is this price this is best quality and sound is very well and connectivity is approx 10 m and all over quality is okay,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,best in the market!,value for money awesome,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,super!,price ke according good,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,just wow!,good quality products,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,best in the market!,best value and nice product,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,classy product,super,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,simply awesome,super a,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,worth every penny,1this product is verry good2supper sound3bass is good4 and velu for money,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,1,did not meet expectations,your service is very slow my one order i am waiting 26sp 22order 10th oct not delivered occasion are gone but my gift not delivered is my friend i am very fedup my mood off,negative
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,4,delightful,really nice productworth money nambi vangalam,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,1,hated it!,product sound quality is very bad as compared with others its very small product as flipkart showing photo look like big but its very small and features are also less,negative
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,4,nice product,nice,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,excellent,excellent,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,brilliant,very good,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,2,bad quality,sound medium,neutral
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,1,utterly disappointed,sound quality extremely poor dont purchase any today got return by tomorrow,negative
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,1,absolute rubbish!,dont waste your money on it go for sound bars,negative
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,1,useless product,not good,negative
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,1,utterly disappointed,poor,negative
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,1,don't waste your money,waste of money,negative
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,1,did not meet expectations,not bad,neutral
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,3,nice,very good,positive
"etmax NANO BLACK 30 W Bluetooth Home Theatre??????(Black, Stereo Channel)",997,5,great product,super bass,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,worth every penny,there is nothing bad to say about the product its totally worth the price and i think it was a steal deal built quality is very good the product looks elegant and sophisticated sound is very clean and loud battery backup is too good the product is lightweight so its easy to carry around,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,brilliant,it is a great product by mivi and a must have if you are looking for a good soundbar at this price point superb sound quality and most impressive is its deep bass battery backup and bluetooth connectivity is too good,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,best in the market!,best speaker ever have nice surrounding sound this huge mega 16 w speaker create awesome sound both treble and bass is awesome and battery life is also pretty awesome with this price point it is worth buying it,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,classy product,what a beast amazing sound quality with crisp audio its such a beast in a very small size absolutely love this soundbar power backup also never disappoints goes on nonstop for 56 hours great buy from mivi,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,best in the market!,i am very satisfied with this this speaker is the best i bought till date the sound quality bass and loudness is really high and satisfying loved it and would suggest everyone to try,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,classy product,what a wonderful product it is such amazing sound quality and bass in such mid size sound bar just amazing love the design not too big and not too small,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,simply awesome,awesome product sound was mindblowing build quality was good and leather give it classic sound bar look amazing product at this pricemust buy,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,awesome,sound bar is very good and sound quality is awesome size is perfect buttons are excellent quality sound bar meterial is very nice battery backup is awesome i personally like this product,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,perfect product!,amazing quality speakersound is very loud and clear and decent bassspeaker has a very premium build qualitybattery backup is also good must buy it,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,terrific purchase,using with my tv and build quality is solid looks are elegant feels like premium aux bluetooth and memory are working perfectly fine sound is on a decent side no too much bass good buy,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,classy product,i really liked the product my space was so that i cant put any sbig huge soundboard but this fits perfectly really great product,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,best in the market!,a quite decent sound in this price range battery back up at 7080 volume gives me around 6 hrs since last full charge despite this mivi is madi in india product and also provides decent service in their service centres mivi fort s16 claims the cinematic sound experience feature and it feels by the vocals and trebles sounds like similarly as in theatre in this price range if you are looking for a small sound bar for laptopmobile and a normal living room for television you can go for it,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,awesome,first impression is its smaller than expected with good build quality the sound is top notch with adequate basswe are using it since 2 weeks bluetooth connectivity is good sound quality very good with extra base feature,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,simply awesome,as expected a powerful mini soundbari have been using blaupunkt 16w soundbar for a while and on the very first day of sale i purchased this product1fabulous2 21ch works perfect3 the connectivity range is really food tried upto 20ft4 battery backup is good5 sound clarity is good6 bass is decent7 can also be connected to smart tv through bluetooth8 aux performance is very goodconsno hdmi portno fm,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,brilliant,well the speaker i think this is one of the best speaker at this price range amazing sound quality is very nice and clear and the bass is extraordinary very good bluetooth speaker i love this speaker,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,wonderful,the speaker is excellent in soundbuild quality and unbelievable features within the price range ordered another speaker as wellive used many speaker of this price range but this one has really good sound quality beds is superb and most importantly at high volume there is no distortion regarding battery at normal volume it lasts upto 5to6 hrs happy thank you flipkart,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,awesome,amazing sound bar mivi very good quality sound and bass very rich battery backup very good and build quality good,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,fabulous!,it camed out very good than the expectedbass is good battery backup is best we almost use it 335 hrs everyday still its battery comes down to 80 only loved the product,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,5,product worth buying,the packing was decent but what comes inside was an absolute boom box can easily beat any speaker in the budget category of rs 2000 bass superb mid and low could have been better overall great value for money,positive
"Mivi Fort S16 Soundbar with 2 full range drivers, Made in India 16 W Bluetooth Soundbar??????(Black, 2.0 Channel)",1499,4,very good,good product and sound quality very clear and good i am so happy to purchase it overall it is a good product as compared to its pricemust buy,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,5,fabulous!,value for moneygood sound and decent basseverything is goodi like the two blue led lightvery good productpacking and delivery always goodfully satisfied,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,5,highly recommended,it is a nice product and i am impressed with the sound quality but it has a problem when iam turning on treble the electric wave sounds are coming from speakers but it is may success my dream come true of buying a home theatre which was born 7 years ago in my mind value for money and i love it,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,5,classy product,excellent all have to buy this very nice,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,4,delightful,good product,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,4,pretty good,this is very good product thanks flipkart,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,5,must buy!,nice product md aftab alam,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,1,hated it!,5 month purchase but not work fails not product success,negative
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,5,fabulous!,super bass,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,4,good choice,very good saund,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,4,really nice,nice product,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,4,really nice,nice product,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,5,wonderful,nice bass sounds also,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,5,best in the market!,excellent product,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,5,perfect product!,super,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,5,super!,nice products,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,5,great product,very good value for money,positive
"I Kall IK22 40 W Bluetooth Home Theatre??????(Black, 2.1 Channel)",1499,5,mind-blowing purchase,very nice pouch pouch,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,terrific purchase,just amazing great sound quality and everything is just good so i ordered new boat headphone im a happy customer and i will order my new things from you,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,2,moderate,this thing is loud but not in good way it screams zero bass it takes around 3 minutes to stop saying the pre loaded dialogues to establish the bluetooth connectionwelcome to woos bluetooth speaker bluetooth device ready to pairbluetooth device connected successfullyand that too in a wierd accent if you have guests make sure you connect the device before they reach near your homeend of the day everything is worth what you pay,negative
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,awesome,i highly recommend to buy this woos speakerportableeasy to carrythe sound is crystal cleardont expect bassbut the audio quality and connectivity is amazingit had all the connectivities and the best part is fm radioi am 100 satisfied with this speakeri can carry it to any where as it is so small and powerfuldecent designthank u flipkart and sellerbuy it blindly friends,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,3,does the job,it is good but battery backup is noot good sound and bass is good i like it so much,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,3,does the job,nice sound great piece in this price,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,worth every penny,nice product,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,fabulous!,fabulousl loved it,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,3,good,good,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,wonderful,goodhappy with us,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,4,wonderful,nice product,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,great product,this dj sound is very good i like it very much sound quality is so good,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,worth every penny,good,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,1,very poor,bad product,negative
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,terrific,super,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,terrific,good,positive
"Sulfur Best Buy Ultra DJ Sound Blast Portable Best Bluetoothwith Super deep Bass Wireless Rechargeable dj Sound Bluetooth| Extra Baas Stereo sound quality |Led Colour Changing Lights | mini Home theatre| Speaker Support TF/USB/Pen Drive/AUX Slot 10 W Bluetooth Car Speaker??????(Black, Stereo Channel)",499,5,awesome,wow,positive
